ChEMBLID,SMILES,pValue,StandType,grappolo
CHEMBL491348,CC(=O)c1c(Nc2ccc(Cl)cc2Cl)[nH]c2c([N+](=O)[O-])cc(Cl)cc2c1=O,4.7,IC50,hCatL
CHEMBL470707,CC(=O)c1c(Nc2ccc(Br)cc2)[nH]c2c(Br)ccc(Br)c2c1=O,5.97,IC50,hCatL
CHEMBL513042,CC(=O)c1c(Nc2ccc(Cl)cc2)[nH]c2c(Br)ccc(Cl)c2c1=O,6.0,IC50,hCatL
CHEMBL471915,CC(=O)c1c(Nc2ccc(Cl)cc2Cl)[nH]c2c(Cl)ccc(Cl)c2c1=O,5.91,IC50,hCatL
CHEMBL523822,CC(=O)c1c(Nc2ccc(Br)cc2Br)[nH]c2c(Cl)ccc(C)c2c1=O,5.86,IC50,hCatL
CHEMBL423112,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(C=O)Cc1ccccc1,5.9,IC50,hCatL
CHEMBL490920,CCCNC(=O)[C@H]1O[C@@H]1C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)O)[C@@H](C)CC,5.51,IC50,hCatL
CHEMBL2368566,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)CF)OCc1ccccc1,6.29,IC50,hCatL
CHEMBL296588,CC(C)CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)C(C)C)C(C)C,6.1,IC50,hCatL
CHEMBL474484,CC(C)CNc1nc(C#N)nc(N2CCNCC2)c1N,5.85,IC50,hCatL
CHEMBL450061,CC(C)CNc1nc(C#N)nc(N2CCOCC2)c1N,5.7,IC50,hCatL
CHEMBL557920,N#CCNC(=O)[C@H](Cc1cccc(Cl)c1)NC(=O)C1CCCCC1,5.9,IC50,hCatL
CHEMBL561725,N#CCNC(=O)[C@H](Cc1cccc(Cl)c1)NC(=O)C1=CCCCC1,6.3,IC50,hCatL
CHEMBL550247,N#CCNC(=O)[C@H](Cc1cccc(Cl)c1)NC(=O)C1CCCCCC1,6.5,IC50,hCatL
CHEMBL560785,Cc1ccc(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)cc1,6.6,IC50,hCatL
CHEMBL561927,Cc1cccc(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)c1,6.6,IC50,hCatL
CHEMBL572332,Cc1ccccc1C(=O)N[C@@H](Cc1cccc(Cl)c1)C(=O)NCC#N,6.1,IC50,hCatL
CHEMBL551805,N#CCNC(=O)[C@H](Cc1cccc(Cl)c1)NC(=O)c1cccc(Cl)c1,7.1,IC50,hCatL
CHEMBL560786,Cc1ccc(C)c(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)c1,7.1,IC50,hCatL
CHEMBL562325,Cc1cccc(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)c1C,6.5,IC50,hCatL
CHEMBL559238,Cc1cc(C)cc(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)c1,7.3,IC50,hCatL
CHEMBL551121,N#CCNC(=O)[C@H](Cc1cccc(Cl)c1)NC(=O)c1cccc2ccccc12,6.6,IC50,hCatL
CHEMBL556217,N#CCNC(=O)[C@H](Cc1cccc(Cl)c1)NC(=O)c1cccc2c1CCCC2,6.4,IC50,hCatL
CHEMBL552001,N#CCNC(=O)[C@H](Cc1cccc(Cl)c1)NC(=O)c1ccnc2ccccc12,7.0,IC50,hCatL
CHEMBL549365,Cc1cc(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)c2cc(C)ccc2c1,7.7,IC50,hCatL
CHEMBL556421,Cc1nn(C)cc1C(=O)N[C@@H](Cc1cccc(Cl)c1)C(=O)NCC#N,5.9,IC50,hCatL
CHEMBL551059,Cc1cc(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)n(C)n1,6.3,IC50,hCatL
CHEMBL563522,Cc1nc(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)c(C)o1,6.2,IC50,hCatL
CHEMBL551060,Cc1nc(C)c(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)s1,6.4,IC50,hCatL
CHEMBL561586,Cc1cc(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)c(C)s1,7.1,IC50,hCatL
CHEMBL563886,CCc1cc(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)n(C)n1,7.2,IC50,hCatL
CHEMBL562462,CC(C)c1cc(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)n(C)n1,7.1,IC50,hCatL
CHEMBL565079,Cc1cccc(C[C@H](NC(=O)c2cc(C(C)(C)C)nn2C)C(=O)NCC#N)c1,7.9,IC50,hCatL
CHEMBL560736,Cn1cc(-c2cccc(C[C@H](NC(=O)c3ccccc3)C(=O)NCC#N)c2)cn1,6.3,IC50,hCatL
CHEMBL559248,Cn1nccc1-c1cccc(C[C@H](NC(=O)c2ccccc2)C(=O)NCC#N)c1,5.5,IC50,hCatL
CHEMBL556504,N#CCNC(=O)[C@H](Cc1cccc(-c2ccncc2)c1)NC(=O)c1ccccc1,5.8,IC50,hCatL
CHEMBL550059,N#CCNC(=O)[C@H](Cc1cccc(-c2cccnc2)c1)NC(=O)c1ccccc1,5.7,IC50,hCatL
CHEMBL551533,N#CCNC(=O)[C@H](Cc1cccc(-c2cncnc2)c1)NC(=O)c1ccccc1,5.4,IC50,hCatL
CHEMBL563471,Cn1cc(-c2cccc(C[C@H](NC(=O)c3cc(C(C)(C)C)nn3C)C(=O)NCC#N)c2)cn1,7.8,IC50,hCatL
CHEMBL561802,N#CCNC(=O)[C@H](Cc1cccc(-c2cn[nH]c2)c1)NC(=O)c1ccccc1,6.1,IC50,hCatL
CHEMBL563056,N#CCNC(=O)[C@H](Cc1cccc(-c2ccn[nH]2)c1)NC(=O)c1ccccc1,5.8,IC50,hCatL
CHEMBL556434,N#CCNC(=O)[C@H](Cc1cccc(-c2ccccn2)c1)NC(=O)c1ccccc1,5.5,IC50,hCatL
CHEMBL556436,N#CCNC(=O)[C@H](Cc1cccc(-c2cccnn2)c1)NC(=O)c1ccccc1,5.9,IC50,hCatL
CHEMBL564626,N#CCNC(=O)[C@H](Cc1cccc(-c2nnco2)c1)NC(=O)c1ccccc1,6.3,IC50,hCatL
CHEMBL559880,N#CCNC(=O)[C@H](Cc1cccc(-c2nncs2)c1)NC(=O)c1ccccc1,6.7,IC50,hCatL
CHEMBL562915,Cn1nc(C(C)(C)C)cc1C(=O)N[C@@H](Cc1cccc(-c2nnco2)c1)C(=O)NCC#N,7.8,IC50,hCatL
CHEMBL549378,Cn1nc(C(C)(C)C)cc1C(=O)N[C@@H](Cc1cccc(-c2nncs2)c1)C(=O)NCC#N,8.3,IC50,hCatL
CHEMBL550872,Cc1nnc(-c2cccc(C[C@H](NC(=O)c3cc(C(C)(C)C)nn3C)C(=O)NCC#N)c2)o1,8.3,IC50,hCatL
CHEMBL562844,Cc1nnc(-c2cccc(C[C@H](NC(=O)c3cc(C(C)(C)C)nn3C)C(=O)NCC#N)c2)s1,6.9,IC50,hCatL
CHEMBL554065,COCc1nnc(-c2cccc(C[C@H](NC(=O)c3cc(C(C)(C)C)nn3C)C(=O)NCC#N)c2)o1,8.4,IC50,hCatL
CHEMBL549791,Cn1nc(C(C)(C)C)cc1C(=O)N[C@@H](Cc1cccc(-c2nnc(CO)o2)c1)C(=O)NCC#N,8.2,IC50,hCatL
CHEMBL557455,Cn1nc(C(C)(C)C)cc1C(=O)N[C@@H](Cc1cccc(-c2nnc(CN)o2)c1)C(=O)NCC#N,8.7,IC50,hCatL
CHEMBL555122,Cn1nc(C(C)(C)C)cc1C(=O)N[C@@H](Cc1cccc(-c2nnc(CCN)o2)c1)C(=O)NCC#N,8.9,IC50,hCatL
CHEMBL569190,N#Cc1nc(NCc2cccc(-c3ccc4[nH]ccc4c3)c2)c2ncn(CCCO)c2n1,6.72,IC50,hCatL
CHEMBL570364,CC(=O)Nc1cccc(-c2cccc(CNc3nc(C#N)nc4c3ncn4CCCO)c2)c1,6.4,IC50,hCatL
CHEMBL584314,N#Cc1nc(NCc2cccc(-c3ccc4cc[nH]c4c3)c2)c2ncn(CCCO)c2n1,6.34,IC50,hCatL
CHEMBL497237,N#Cc1nc(NCc2cccc(-c3ccsc3)c2)c2ncn(CCCO)c2n1,6.32,IC50,hCatL
CHEMBL497435,N#Cc1nc(NCc2cccc(-c3ccoc3)c2)c2ncn(CCCO)c2n1,6.22,IC50,hCatL
CHEMBL566094,N#Cc1nc(NCc2cccc(-c3cccc(Cl)c3)c2)c2ncn(CCCO)c2n1,6.16,IC50,hCatL
CHEMBL524619,N#Cc1nc(NCc2cccc(-c3ccccc3)c2)c2ncn(CCCO)c2n1,6.1,IC50,hCatL
CHEMBL496404,COC(=O)c1cccc(-c2cccc(CNc3nc(C#N)nc4c3ncn4CCCO)c2)c1,6.1,IC50,hCatL
CHEMBL497234,N#Cc1nc(NCc2cccc(-c3ccc4ccccc4c3)c2)c2ncn(CCCO)c2n1,6.1,IC50,hCatL
CHEMBL497235,N#Cc1nc(NCc2cccc(-c3ccco3)c2)c2ncn(CCCO)c2n1,6.08,IC50,hCatL
CHEMBL495016,N#Cc1nc(NCc2cccc(-c3cc(Cl)cc(Cl)c3)c2)c2ncn(CCCO)c2n1,6.05,IC50,hCatL
CHEMBL525165,N#Cc1nc(NCc2cccc(-c3cccs3)c2)c2ncn(CCCO)c2n1,6.05,IC50,hCatL
CHEMBL569883,CC(C)c1ccccc1-c1cccc(CNc2nc(C#N)nc3c2ncn3CCCO)c1,6.05,IC50,hCatL
CHEMBL582971,N#Cc1nc(NCc2cccc(-c3cn(S(=O)(=O)c4ccccc4)c4ccccc34)c2)c2ncn(CCCO)c2n1,6.0,IC50,hCatL
CHEMBL576484,Cc1cccc(C)c1-c1cccc(CNc2nc(C#N)nc3c2ncn3CCCO)c1,6.0,IC50,hCatL
CHEMBL497019,C=Cc1ccc(-c2cccc(CNc3nc(C#N)nc4c3ncn4CCCO)c2)cc1,5.96,IC50,hCatL
CHEMBL524075,COc1ccc(-c2cccc(CNc3nc(C#N)nc4c3ncn4CCCO)c2)cc1,5.96,IC50,hCatL
CHEMBL521904,Cc1ccccc1-c1cccc(CNc2nc(C#N)nc3c2ncn3CCCO)c1,5.96,IC50,hCatL
CHEMBL497620,CC(C)Oc1c(Br)cccc1-c1cccc(CNc2nc(C#N)nc3c2ncn3CCCO)c1,5.89,IC50,hCatL
CHEMBL495803,CN(C)c1cccc(-c2cccc(CNc3nc(C#N)nc4c3ncn4CCCO)c2)c1,5.85,IC50,hCatL
CHEMBL571276,COC(=O)c1ccccc1-c1cccc(CNc2nc(C#N)nc3c2ncn3CCCO)c1,5.85,IC50,hCatL
CHEMBL571711,N#Cc1nc(NCc2cccc(-c3ccccc3C(F)(F)F)c2)c2ncn(CCCO)c2n1,5.82,IC50,hCatL
CHEMBL497018,C=Cc1cccc(-c2cccc(CNc3nc(C#N)nc4c3ncn4CCCO)c2)c1,5.82,IC50,hCatL
CHEMBL495017,N#Cc1nc(NCc2cccc(-c3ccc(Cl)c(Cl)c3)c2)c2ncn(CCCO)c2n1,5.8,IC50,hCatL
CHEMBL524810,N#Cc1nc(NCc2cccc(-c3cccnc3)c2)c2ncn(CCCO)c2n1,5.8,IC50,hCatL
CHEMBL571938,COC(=O)c1ccc(-c2cccc(CNc3nc(C#N)nc4c3ncn4CCCO)c2)cc1,5.75,IC50,hCatL
CHEMBL574590,N#Cc1nc(NCc2cccc(-c3cc4ccccc4n3S(=O)(=O)c3ccccc3)c2)c2ncn(CCCO)c2n1,5.75,IC50,hCatL
CHEMBL523733,N#Cc1nc(NCc2cccc(-c3ccc(Cl)cc3)c2)c2ncn(CCCO)c2n1,5.72,IC50,hCatL
CHEMBL569173,N#Cc1nc(NCc2cccc(-c3c(F)c(F)c(F)c(F)c3F)c2)c2ncn(CCCO)c2n1,5.57,IC50,hCatL
CHEMBL571269,COc1ncc(-c2cccc(CNc3nc(C#N)nc4c3ncn4CCCO)c2)c(OC)n1,5.22,IC50,hCatL
CHEMBL565244,N#Cc1nc(NCc2cccc(-c3ccccc3Cl)c2)c2ncn(CCCO)c2n1,4.8,IC50,hCatL
CHEMBL609013,Cc1cc2cc3c(cc2c(-c2ccc(N)cc2)n1)OCO3,5.06,Ki,hCatL
CHEMBL594178,CC(=O)Oc1cc2cc3c(cc2c(-c2ccc(N)cc2)n1)OCO3,4.87,Ki,hCatL
CHEMBL594179,COc1ccc(-c2c3cc4c(cc3cc(=O)n2NC(=O)OC(C)(C)C)OCO4)cc1,5.39,Ki,hCatL
CHEMBL595127,COc1ccc(-c2c3cc(OC)c(OC)cc3cc(=O)n2NC(=O)OC(C)(C)C)cc1,4.4,Ki,hCatL
CHEMBL596442,COc1ccc(-c2c3cc4c(cc3cc(=O)n2N)OCO4)cc1,5.16,Ki,hCatL
CHEMBL594622,CCOC(=O)Nn1c(-c2ccc(OC)cc2)c2cc3c(cc2cc1=O)OCO3,5.11,Ki,hCatL
CHEMBL594623,COc1ccc(-c2c3cc4c(cc3cc(=O)n2NC(=O)Nc2ccc(C(C)=O)cc2)OCO4)cc1,5.68,Ki,hCatL
CHEMBL596265,COc1ccc(-c2c3cc4c(cc3cc(=O)n2NC(=O)Nc2ccc(SC)cc2)OCO4)cc1,6.07,Ki,hCatL
CHEMBL603639,COc1ccc(-c2c3cc(OCc4ccccc4)c(OCc4ccccc4)cc3cc(=O)n2N)cc1,5.38,Ki,hCatL
CHEMBL589280,NC(=S)N/N=C(/c1cccc(Br)c1)c1ccccc1F,7.52,IC50,hCatL
CHEMBL605796,NC(=S)N/N=C(/c1cccc(Br)c1)c1ccccc1Cl,5.79,IC50,hCatL
CHEMBL602897,NC(=S)N/N=C(/c1cccc(Br)c1)c1ccccc1Br,5.58,IC50,hCatL
CHEMBL605998,NC(=S)N/N=C(\c1cccc(F)c1)c1cccc(Br)c1,6.6,IC50,hCatL
CHEMBL606452,NC(=S)N/N=C(\c1cccc(Cl)c1)c1cccc(Br)c1,6.88,IC50,hCatL
CHEMBL601890,NC(=S)N/N=C(/c1cccc(Br)c1)c1cccc(C(F)(F)F)c1,7.33,IC50,hCatL
CHEMBL602092,Cc1cccc(/C(=N\NC(N)=S)c2cccc(Br)c2)c1,6.65,IC50,hCatL
CHEMBL602093,NC(=S)N/N=C(\c1ccc(F)cc1)c1cccc(Br)c1,7.1,IC50,hCatL
CHEMBL602094,NC(=S)N/N=C(\c1ccc(Cl)cc1)c1cccc(Br)c1,6.49,IC50,hCatL
CHEMBL601643,NC(=S)N/N=C(\c1ccc(C(F)(F)F)cc1)c1cccc(Br)c1,6.28,IC50,hCatL
CHEMBL590497,Cc1ccc(/C(=N\NC(N)=S)c2cccc(Br)c2)cc1,5.67,IC50,hCatL
CHEMBL601644,NC(=S)N/N=C(/c1cccc(Br)c1)c1cccc(F)c1F,7.08,IC50,hCatL
CHEMBL605368,NC(=S)N/N=C(/c1cccc(Br)c1)c1c(F)cccc1F,6.21,IC50,hCatL
CHEMBL600860,NC(=S)N/N=C(\c1cc(F)cc(F)c1)c1cccc(Br)c1,7.23,IC50,hCatL
CHEMBL600608,NC(=S)N/N=C(\c1cc(Cl)cc(Cl)c1)c1cccc(Br)c1,6.38,IC50,hCatL
CHEMBL603084,NC(=S)N/N=C(/c1cccc(Br)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,7.02,IC50,hCatL
CHEMBL602683,NC(=S)N/N=C(/c1cccc(Br)c1)c1cccc(Br)c1F,6.63,IC50,hCatL
CHEMBL603085,NC(=S)N/N=C(/c1cccc(Br)c1)c1ccc(F)c(Br)c1,6.94,IC50,hCatL
CHEMBL599998,NC(=S)N/N=C(/c1cccc(Br)c1)c1cc(F)c(F)c(F)c1,6.93,IC50,hCatL
CHEMBL602934,NC(=S)N/N=C(/c1cccc(Br)c1)c1cc(F)c(F)c(F)c1F,7.2,IC50,hCatL
CHEMBL602272,NC(=S)N/N=C(/c1ccc(Br)cc1)c1ccccc1F,5.65,IC50,hCatL
CHEMBL602476,NC(=S)N/N=C(\c1ccc(F)cc1)c1ccc(Br)cc1,5.48,IC50,hCatL
CHEMBL599871,Cc1ccc(/C(=N\NC(N)=S)c2ccc(Br)cc2)cc1,5.34,IC50,hCatL
CHEMBL599558,NC(=S)N/N=C(\c1ccc(F)cc1)c1ccccc1F,5.61,IC50,hCatL
CHEMBL602732,NC(=S)NN=C(c1cccc(F)c1)c1cccc(F)c1,5.31,IC50,hCatL
CHEMBL1084401,CCC(CC)NCCCc1cc(-c2cccc(C(F)(F)F)c2)nc(C#N)n1,5.17,IC50,hCatL
CHEMBL1084402,CC(C)(C)NCCCc1cc(-c2cccc(C(F)(F)F)c2)nc(C#N)n1,5.01,IC50,hCatL
CHEMBL1084679,N#Cc1nc(NC2CCCCC2)nc(N2CCNCC2)n1,5.77,IC50,hCatL
CHEMBL1078411,N#C[C@@]1(NC(=O)[C@@H](N)Cc2cccs2)C[C@@H]1c1ccccc1,5.27,IC50,hCatL
CHEMBL1171804,COC(=O)/C=C/CNC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccccc2)c2cc(Cl)ccc21,4.53,Ki,hCatL
CHEMBL1171634,COC(=O)/C=C/CNC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccc(OC)cc2)c2ccccc21,4.22,Ki,hCatL
CHEMBL1171635,COC(=O)/C=C/CNC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(OC)cc2)N=C(c2ccccc2)c2ccccc21,4.92,Ki,hCatL
CHEMBL1171636,COC(=O)/C=C/CNC(=O)CN1C(=O)[C@@H](COC(=O)Nc2cccc3ccccc23)N=C(c2ccccc2)c2ccccc21,4.91,Ki,hCatL
CHEMBL1171093,CCCCNC(=O)OC[C@H]1N=C(c2ccccc2)c2ccccc2N(CC(=O)NC/C=C/C(=O)OC)C1=O,5.57,Ki,hCatL
CHEMBL1171094,COC(=O)/C=C/CNC(=O)CN1C(=O)[C@@H](COC(=O)NC2CCCCC2)N=C(c2ccccc2)c2ccccc21,4.12,Ki,hCatL
CHEMBL1171802,COC(=O)/C=C/CNC(=O)CN1C(=O)[C@@H](COC(=O)NC23CC4CC(CC(C4)C2)C3)N=C(c2ccccc2)c2ccccc21,4.19,Ki,hCatL
CHEMBL359965,C=CCS[S+]([O-])CC=C,5.03,Ki,hCatL
CHEMBL1224166,CCCS[S+]([O-])CCC,4.95,Ki,hCatL
CHEMBL1224167,[O-][S+](Cc1ccccc1)SCc1ccccc1,4.5,Ki,hCatL
CHEMBL1224170,CC(C)CCS[S+]([O-])CCC(C)C,5.47,Ki,hCatL
CHEMBL1224171,CCCCCCS[S+]([O-])CCCCCC,4.98,Ki,hCatL
CHEMBL231813,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,5.46,IC50,hCatL
CHEMBL218394,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,6.12,IC50,hCatL
CHEMBL1270269,CC(C)(NCCCc1cc(-c2cccc(C(F)(F)F)c2)nc(C#N)n1)C(N)=O,5.0,IC50,hCatL
CHEMBL1269632,NC(=S)N/N=C(\c1cccc(O)c1)c1cccc(Br)c1,6.88,IC50,hCatL
CHEMBL1272261,CC(=O)Oc1cccc(/C(=N\NC(N)=S)c2cccc(Br)c2)c1,6.82,IC50,hCatL
CHEMBL1272311,NC(=S)N/N=C(/c1cccc(Br)c1)c1ccc(O)c(Br)c1,6.9,IC50,hCatL
CHEMBL1271493,NC(=S)N/N=C(/c1cccc(Br)c1)c1cc(O)cc(Br)c1,6.63,IC50,hCatL
CHEMBL1271602,COc1ccc(/C(=N\NC(N)=S)c2cc(OC)c(OC)c(OC)c2)cc1O,5.44,IC50,hCatL
CHEMBL1269659,NC(=S)N/N=C(/c1cccc(Br)c1)c1sccc1Br,6.43,IC50,hCatL
CHEMBL1269660,NC(=S)N/N=C(/c1cccc(Br)c1)c1cc(Br)cs1,6.09,IC50,hCatL
CHEMBL1269713,NC(=S)N/N=C(/c1cccc(Br)c1)c1ccc(Br)s1,6.03,IC50,hCatL
CHEMBL1269715,NC(=S)N/N=C(\c1cccnc1)c1cccc(Br)c1,6.0,IC50,hCatL
CHEMBL1271603,NC(=S)N/N=C(/c1cccc(Br)c1)c1ccc2c(c1)CCCC2,5.01,IC50,hCatL
CHEMBL1269810,NC(=S)N/N=C(\Cc1ccccc1)c1ccccc1,5.27,IC50,hCatL
CHEMBL1289305,CCC(NC(=O)c1cccc(C(F)(F)F)c1Cl)C(=O)C(=O)Nc1cc[nH]n1,6.05,IC50,hCatL
CHEMBL1289644,CC(NC(=O)c1ccc(OCc2ccccn2)c(C(F)(F)F)c1Cl)C(=O)C(=O)Nc1ccn(C)n1,6.32,IC50,hCatL
CHEMBL1289645,CCC(NC(=O)c1ccc(OCc2ccccn2)c(C(F)(F)F)c1Cl)C(=O)C(=O)Nc1ccn(C)n1,6.85,IC50,hCatL
CHEMBL1289440,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)Cc1ccccc1,6.01,IC50,hCatL
CHEMBL1289441,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NCC#N,5.42,IC50,hCatL
CHEMBL1289553,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)CC(F)(F)F,5.58,IC50,hCatL
CHEMBL1289660,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)Cc1ccncc1,6.66,IC50,hCatL
CHEMBL1288524,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)N[C@@H](C#N)Cc1ccc(C#N)cc1F,6.15,IC50,hCatL
CHEMBL1288525,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(C3(C(N)=O)CC3)cc2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)Cc1ccccc1,6.37,IC50,hCatL
CHEMBL1288526,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(C3(C(=O)N4CCOCC4)CC3)cc2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)Cc1ccccc1,5.96,IC50,hCatL
CHEMBL1288527,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc([C@@H](O)C(F)F)cc2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)Cc1ccccc1,5.96,IC50,hCatL
CHEMBL1288528,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(-c3ccncc3)cc2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)Cc1ccccc1,6.36,IC50,hCatL
CHEMBL1289764,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2cn[nH]c2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)Cc1ccccc1,6.42,IC50,hCatL
CHEMBL1289988,CS(=O)(=O)c1ccc(-c2ccc([C@H](N[C@@H](CC3CC3)C(=O)N[C@H](C#N)Cc3ccccc3)C(F)(F)F)cc2)cc1,5.28,IC50,hCatL
CHEMBL1290084,CS(=O)(=O)c1ccc(-c2ccc([C@H](N[C@@H](CC(Cl)Cl)C(=O)N[C@H](C#N)Cc3ccccc3)C(F)(F)F)cc2)cc1,7.38,IC50,hCatL
CHEMBL1288529,CS(=O)(=O)c1ccc(-c2ccc([C@H](N[C@@H](Cc3ccccc3)C(=O)N[C@H](C#N)Cc3ccccc3)C(F)(F)F)cc2)cc1,6.34,IC50,hCatL
CHEMBL1290191,CC(C)[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)Cc1ccccc1,6.2,IC50,hCatL
CHEMBL1290303,CS(=O)(=O)c1ccc(-c2ccc([C@H](N[C@H](C(=O)N[C@H](C#N)Cc3ccccc3)C3CC3)C(F)(F)F)cc2)cc1,6.12,IC50,hCatL
CHEMBL1288530,CC(C)[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)Cc1ccc(C#N)cc1F,6.92,IC50,hCatL
CHEMBL1288531,CC(C)[C@H](N[C@@H](c1ccc(-c2ccc(C3(C(N)=O)CC3)cc2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)Cc1ccc(C#N)cc1F,7.01,IC50,hCatL
CHEMBL1462218,COc1cc(NC(=O)CSc2nc3c(C)ccc(C)c3cc2C)c(C(=O)O)cc1OC,4.23,IC50,hCatL
CHEMBL1567424,O=C(O)C(Cc1ccccc1)N1C(=O)/C(=C/c2cccc3ccccc23)SC1=S,4.55,IC50,hCatL
CHEMBL1350793,O=C1Nc2ccccc2/C1=C1/SC(=S)N(NC(=O)c2cccnc2)C1=O,4.37,IC50,hCatL
CHEMBL1603238,O=C1Nc2ccccc2/C1=C1/SC(=S)N(NC(=O)c2cccc(O)c2)C1=O,4.5,IC50,hCatL
CHEMBL1525897,O=C1Nc2ccccc2/C1=C1/SC(=S)N(NC(=O)c2ccccc2)C1=O,4.42,IC50,hCatL
CHEMBL1651240,CN(C#N)N(C)C(=O)CNC(=O)OCc1ccccc1,6.07,Ki,hCatL
CHEMBL1651241,C[C@H](NC(=O)OCc1ccccc1)C(=O)N(C)N(C)C#N,6.32,Ki,hCatL
CHEMBL1651242,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N(C)N(C)C#N,8.82,Ki,hCatL
CHEMBL608115,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N(C)N(C)C#N,9.05,Ki,hCatL
CHEMBL1651351,CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N(C)N(C)C#N,8.59,Ki,hCatL
CHEMBL1651352,CN(C#N)N(C)C(=O)[C@H](CC1CCCCC1)NC(=O)OCc1ccccc1,9.4,Ki,hCatL
CHEMBL1651353,CN(C#N)N(C)C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)OCc1ccccc1,9.44,Ki,hCatL
CHEMBL1651354,CC(C)C[C@H](NC(=O)NCc1ccccc1)C(=O)N(C)N(C)C#N,9.41,Ki,hCatL
CHEMBL1651355,CC(C)C[C@H](NC(=O)Nc1ccccc1)C(=O)N(C)N(C)C#N,10.35,Ki,hCatL
CHEMBL1651356,Cc1nc(-c2ccc(CNC(=O)N[C@@H](CC(C)C)C(=O)N(C)N(C)C#N)cc2)no1,8.85,Ki,hCatL
CHEMBL1651357,CC(C)C[C@H](NC(=O)NCc1ccc(-c2noc(-c3cccs3)n2)cc1)C(=O)N(C)N(C)C#N,8.96,Ki,hCatL
CHEMBL1651349,Cc1nc(-c2ccc(NC(=O)N[C@@H](CC(C)C)C(=O)N(C)N(C)C#N)cc2)no1,8.7,Ki,hCatL
